Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=11_0.txt,1,1,0.034437499998603016,0.004418624972458929
n=8_r=11_1.txt,1,1,0.006839666981250048,0.00362625002162531
n=8_r=11_2.txt,0,0,0.00033424998400732875,0.00032066600397229195
n=8_r=11_3.txt,1,1,0.004639957973267883,0.002491416991688311
n=8_r=11_4.txt,0,0,0.0003643329837359488,0.000315624987706542
n=8_r=11_5.txt,1,1,0.01926941698184237,0.010933332960121334
n=8_r=11_6.txt,1,1,0.008756583963986486,0.002371624985244125
n=8_r=11_7.txt,1,1,0.006774584006052464,0.00343783397693187
n=8_r=11_8.txt,1,1,0.00883795804111287,0.004499749979004264
n=8_r=11_9.txt,0,0,0.00032641697907820344,0.0003429160569794476
n=8_r=11_10.txt,0,0,0.0003239999641664326,0.00037758302642032504
n=8_r=11_11.txt,0,0,0.0003394579980522394,0.0003472079988569021
n=8_r=11_12.txt,0,0,0.00037733401404693723,0.00032279198057949543
n=8_r=11_13.txt,0,0,0.00036829098826274276,0.0003190420102328062
n=8_r=11_14.txt,0,0,0.0003857910051010549,0.000345249951351434
n=8_r=11_15.txt,1,1,0.04774375003762543,0.017601833038497716
n=8_r=11_16.txt,1,1,0.025129125046078116,0.005253167008049786
n=8_r=11_17.txt,1,1,0.0023127919994294643,0.002342332969419658
n=8_r=11_18.txt,0,0,0.00037041696486994624,0.000357625016476959
n=8_r=11_19.txt,0,0,0.0003881250158883631,0.00032454199390485883
n=8_r=11_20.txt,1,1,0.019294666999485344,0.01082212501205504
n=8_r=11_21.txt,0,0,0.000360167003236711,0.00035162497078999877
n=8_r=11_22.txt,0,0,0.0003772919881157577,0.000321416009683162
n=8_r=11_23.txt,0,0,0.00032708299113437533,0.00031874998239800334
n=8_r=11_24.txt,0,0,0.00031924998620525,0.0004444170044735074
