Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=40_0.txt,5,5,261.034012374992,1.027802457974758
n=8_r=40_1.txt,,6,,0.39325995900435373
n=8_r=40_2.txt,,3,,0.5027162909973413
n=8_r=40_3.txt,,3,,4.7321214999537915
n=8_r=40_4.txt,,4,,0.08130379201611504
n=8_r=40_5.txt,,2,,0.11186333297519013
n=8_r=40_6.txt,,5,,0.04224637500010431
n=8_r=40_7.txt,,8,,0.6809437499614432
n=8_r=40_8.txt,,2,,12.825784125016071
n=8_r=40_9.txt,,4,,0.02103016700129956
n=8_r=40_10.txt,,6,,0.007475583988707513
n=8_r=40_11.txt,,2,,0.16579850000562146
n=8_r=40_12.txt,,2,,0.7803261250373907
n=8_r=40_13.txt,,8,,3.376625083037652
n=8_r=40_14.txt,,4,,0.3496295000077225
n=8_r=40_15.txt,,3,,1.0489787080441602
n=8_r=40_16.txt,,4,,0.24708950001513585
n=8_r=40_17.txt,,3,,0.12576983298640698
n=8_r=40_18.txt,,2,,0.005881291988771409
n=8_r=40_19.txt,,4,,0.3484104170347564
n=8_r=40_20.txt,,6,,6.0108338330173865
n=8_r=40_21.txt,,2,,5.066516332968604
n=8_r=40_22.txt,,3,,0.12434091698378325
n=8_r=40_23.txt,,4,,3.013440625043586
n=8_r=40_24.txt,,7,,0.5195976669783704
