Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=8_0.txt,0,0,0.00026108400197699666,0.00025870802346616983
n=8_r=8_1.txt,0,0,0.00026291696121916175,0.00028675002977252007
n=8_r=8_2.txt,0,0,0.0003048339858651161,0.00027779198717325926
n=8_r=8_3.txt,0,0,0.00028033298440277576,0.000295375008136034
n=8_r=8_4.txt,0,0,0.0002663329942151904,0.00025924999499693513
n=8_r=8_5.txt,0,0,0.0002996249822899699,0.0002951670321635902
n=8_r=8_6.txt,0,0,0.0002619580482132733,0.0002542919828556478
n=8_r=8_7.txt,0,0,0.0002762500080280006,0.00026404199888929725
n=8_r=8_8.txt,0,0,0.000323957996442914,0.00030191702535375953
n=8_r=8_9.txt,0,0,0.00028024998027831316,0.0002613330143503845
n=8_r=8_10.txt,0,0,0.0002684170030988753,0.00030262500513345003
n=8_r=8_11.txt,0,0,0.00030937499832361937,0.0002616249839775264
n=8_r=8_12.txt,0,0,0.00028270797338336706,0.0002597499988041818
n=8_r=8_13.txt,0,0,0.00026774994330480695,0.0002891670446842909
n=8_r=8_14.txt,0,0,0.0003053750260733068,0.000265665992628783
n=8_r=8_15.txt,0,0,0.0002717910101637244,0.00029279099544510245
n=8_r=8_16.txt,1,1,0.003930459031835198,0.001037374953739345
n=8_r=8_17.txt,1,1,0.004914459015708417,0.002770082966890186
n=8_r=8_18.txt,0,0,0.0002672920236364007,0.00032245804322883487
n=8_r=8_19.txt,0,0,0.00030391698237508535,0.00027479103300720453
n=8_r=8_20.txt,0,0,0.00040012499084696174,0.0003101660404354334
n=8_r=8_21.txt,1,1,0.007489375013392419,0.007520875020418316
n=8_r=8_22.txt,0,0,0.0002767089754343033,0.00027458398835733533
n=8_r=8_23.txt,0,0,0.0002730840351432562,0.00029275001725181937
n=8_r=8_24.txt,0,0,0.0004094580071978271,0.000264582980889827
