Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=15_0.txt,0,0,0.0004659999976865947,0.0005494579672813416
n=8_r=15_1.txt,1,1,0.3047455409541726,0.06150454195449129
n=8_r=15_2.txt,2,2,0.08008891699137166,0.0026312500122003257
n=8_r=15_3.txt,1,1,0.5493925419868901,0.0830186249804683
n=8_r=15_4.txt,1,1,0.15168174996506423,0.01740004203747958
n=8_r=15_5.txt,1,1,0.02629700000397861,0.002781916002277285
n=8_r=15_6.txt,1,1,0.010491541994269937,0.0029325829818844795
n=8_r=15_7.txt,1,1,0.17094783298671246,0.040058583952486515
n=8_r=15_8.txt,0,0,0.00046516599832102656,0.0004372919793240726
n=8_r=15_9.txt,0,0,0.0004336670390330255,0.0003939580055885017
n=8_r=15_10.txt,1,1,0.09104629198554903,0.011695459019392729
n=8_r=15_11.txt,4,4,0.12291841598926112,0.033789666020311415
n=8_r=15_12.txt,0,0,0.0005097499815747142,0.0004427499952726066
n=8_r=15_13.txt,0,0,0.00045950000640004873,0.00039583398029208183
n=8_r=15_14.txt,1,1,0.06782025005668402,0.04161029198439792
n=8_r=15_15.txt,1,1,0.05602995801018551,0.007288582972250879
n=8_r=15_16.txt,2,2,0.07776241702958941,0.007884708000347018
n=8_r=15_17.txt,1,1,0.052491750044282526,0.037723292014561594
n=8_r=15_18.txt,0,0,0.0005224590422585607,0.00043754198122769594
n=8_r=15_19.txt,2,2,0.030888208013493568,0.007851250004023314
n=8_r=15_20.txt,1,1,0.19109620800008997,0.012372875004075468
n=8_r=15_21.txt,1,1,0.04152712499490008,0.010797291004564613
n=8_r=15_22.txt,1,1,0.06680191599298269,0.007248749956488609
n=8_r=15_23.txt,0,0,0.0004529579891823232,0.0004312500241212547
n=8_r=15_24.txt,1,1,0.05136883299564943,0.04152204201091081
