Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=29_0.txt,4,4,13.597377417027019,1.055433500034269
n=8_r=29_1.txt,1,1,3.0174578750156797,0.008612415986135602
n=8_r=29_2.txt,2,2,45.74998962500831,1.2653557910234667
n=8_r=29_3.txt,3,3,6.098726416006684,0.04808654199587181
n=8_r=29_4.txt,1,1,46.08240879199002,0.0168521250016056
n=8_r=29_5.txt,2,2,15.821990875003394,0.07082154200179502
n=8_r=29_6.txt,4,4,0.6612528329715133,0.1246316249598749
n=8_r=29_7.txt,1,1,82.71024587500142,0.031032792001497
n=8_r=29_8.txt,2,2,7.645204333006404,0.012546874990221113
n=8_r=29_9.txt,4,5,20.644031166972127,0.6559257080079988
n=8_r=29_10.txt,2,3,13.289828208042309,0.05189483397407457
n=8_r=29_11.txt,1,1,6.828200124960858,0.03289779199985787
n=8_r=29_12.txt,1,1,6.811801917036064,0.04920845798915252
n=8_r=29_13.txt,1,1,43.527043458016124,0.3791297500138171
n=8_r=29_14.txt,5,5,19.27469900000142,1.1736132089863531
n=8_r=29_15.txt,1,2,6.621016625023913,0.04688183398684487
n=8_r=29_16.txt,3,3,10.299054791976232,0.2377934589749202
n=8_r=29_17.txt,2,3,10.604425915982574,0.016189459012821317
n=8_r=29_18.txt,3,3,12.71226216701325,0.5262890419689938
n=8_r=29_19.txt,1,1,4.099109042028431,0.011440624948590994
n=8_r=29_20.txt,3,3,34.78581504197791,0.44016633403953165
n=8_r=29_21.txt,2,2,4.095107499975711,0.03252008295385167
n=8_r=29_22.txt,2,2,13.572700374992564,0.42002445802791044
n=8_r=29_23.txt,1,1,13.831704290991183,0.03786833304911852
n=8_r=29_24.txt,2,3,7.196603957971092,0.03219474997604266
