Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=41_0.txt,4,4,181.8073727080482,1.0383979170001112
n=8_r=41_1.txt,,4,,3.6356808340060525
n=8_r=41_2.txt,,6,,0.3454888329724781
n=8_r=41_3.txt,,2,,0.7698115420062095
n=8_r=41_4.txt,,2,,0.06415404099971056
n=8_r=41_5.txt,,3,,0.1691107499646023
n=8_r=41_6.txt,,7,,1.155835457961075
n=8_r=41_7.txt,,6,,8.718605250003748
n=8_r=41_8.txt,,3,,2.5894957919954322
n=8_r=41_9.txt,,1,,0.012864459014963359
n=8_r=41_10.txt,,2,,0.12732266599778086
n=8_r=41_11.txt,,4,,0.08444566698744893
n=8_r=41_12.txt,,3,,0.6951196669833735
n=8_r=41_13.txt,,3,,0.2586019589798525
n=8_r=41_14.txt,,4,,7.262713042029645
n=8_r=41_15.txt,,4,,0.654687375004869
n=8_r=41_16.txt,,9,,74.10508479201235
n=8_r=41_17.txt,,3,,0.0864344589645043
n=8_r=41_18.txt,,4,,0.08606420800788328
n=8_r=41_19.txt,,2,,0.08993150002788752
n=8_r=41_20.txt,,6,,0.11088570801075548
n=8_r=41_21.txt,,7,,3.263185874966439
n=8_r=41_22.txt,,3,,1.054068291967269
n=8_r=41_23.txt,,4,,26.67844899999909
n=8_r=41_24.txt,,5,,6.908340791997034
