Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=31_0.txt,1,2,181.78705770795932,0.025604541995562613
n=8_r=31_1.txt,2,3,5.241761040990241,0.02139524999074638
n=8_r=31_2.txt,1,1,227.83619783405447,0.23509237502003089
n=8_r=31_3.txt,1,1,10.247157542034984,0.017552417004480958
n=8_r=31_4.txt,1,1,24.40026783401845,0.16755104099866003
n=8_r=31_5.txt,1,2,75.59835570800351,0.2662395410006866
n=8_r=31_6.txt,2,2,16.20241387502756,0.808136208972428
n=8_r=31_7.txt,1,1,6.276035042013973,0.017459499998949468
n=8_r=31_8.txt,2,2,8.631824582989793,0.05146262503694743
n=8_r=31_9.txt,2,2,23.212962582998443,0.13650020799832419
n=8_r=31_10.txt,2,3,9.759488290990703,0.14850720798131078
n=8_r=31_11.txt,2,2,27.487496874993667,1.540760500007309
n=8_r=31_12.txt,3,3,40.66344787500566,6.512848375015892
n=8_r=31_13.txt,1,1,33.563545209006406,4.248690667038318
n=8_r=31_14.txt,2,2,27.94606920797378,0.03359629202168435
n=8_r=31_15.txt,1,1,64.74735683295876,0.011132667015772313
n=8_r=31_16.txt,1,1,2.4834641669876873,0.043938999995589256
n=8_r=31_17.txt,4,4,154.9172074579983,12.109223500010557
n=8_r=31_18.txt,2,3,19.78856720798649,0.03360695904120803
n=8_r=31_19.txt,2,2,15.022354124987032,0.0019102500518783927
n=8_r=31_20.txt,2,2,10.924615250027273,0.42691820801701397
n=8_r=31_21.txt,1,1,103.78651970799547,0.93300287501188
n=8_r=31_22.txt,3,3,36.40925570798572,1.0114471249980852
n=8_r=31_23.txt,2,2,11.22727308300091,1.9997459159931168
n=8_r=31_24.txt,2,3,21.790277792024426,0.033058582979720086
