Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=48_0.txt,,7,,88.49204054201255
n=8_r=48_1.txt,,3,,1.1852315840078518
n=8_r=48_2.txt,,10,,20.788061667000875
n=8_r=48_3.txt,,4,,157.49030341696925
n=8_r=48_4.txt,,7,,4.599179208045825
n=8_r=48_5.txt,,6,,0.07023891701828688
n=8_r=48_6.txt,,8,,14.015116541995667
n=8_r=48_7.txt,,9,,79.09094833402196
n=8_r=48_8.txt,,6,,0.5374952919664793
n=8_r=48_9.txt,,4,,28.143452791962773
n=8_r=48_10.txt,,3,,0.382917917042505
n=8_r=48_11.txt,,6,,16.334958874969743
n=8_r=48_12.txt,,6,,28.169392167008482
n=8_r=48_13.txt,,10,,5.794793833978474
n=8_r=48_14.txt,,7,,0.598511874966789
n=8_r=48_15.txt,,5,,1.3036083749611862
n=8_r=48_16.txt,,7,,12.21803445898695
n=8_r=48_17.txt,,8,,0.5266582079930231
n=8_r=48_18.txt,,6,,0.29062341700773686
n=8_r=48_19.txt,,4,,17.66984633298125
n=8_r=48_20.txt,,7,,47.56216366699664
n=8_r=48_21.txt,,4,,9.359545500017703
n=8_r=48_22.txt,,7,,0.38311741600045934
n=8_r=48_23.txt,,6,,2.63390466599958
n=8_r=48_24.txt,,4,,8.373159374983516
