Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=39_0.txt,2,2,2418.3537344589713,0.8463729160139337
n=8_r=39_1.txt,,7,,17.80080187501153
n=8_r=39_2.txt,,6,,6.024849999987055
n=8_r=39_3.txt,,5,,2.016079000022728
n=8_r=39_4.txt,,5,,0.06791262503247708
n=8_r=39_5.txt,,4,,0.12243162503000349
n=8_r=39_6.txt,,6,,3.338787749991752
n=8_r=39_7.txt,,4,,0.8333274170290679
n=8_r=39_8.txt,,6,,8.042082500003744
n=8_r=39_9.txt,,5,,9.932231999991927
n=8_r=39_10.txt,,3,,0.3053173340158537
n=8_r=39_11.txt,,4,,0.09484674996929243
n=8_r=39_12.txt,,5,,0.7641256669885479
n=8_r=39_13.txt,,6,,0.052333250001538545
n=8_r=39_14.txt,,4,,0.5124816250172444
n=8_r=39_15.txt,,5,,0.6702081669936888
n=8_r=39_16.txt,,3,,2.2586316670058295
n=8_r=39_17.txt,,3,,2.0398365830187686
n=8_r=39_18.txt,,2,,0.2776157079497352
n=8_r=39_19.txt,,2,,0.02857195900287479
n=8_r=39_20.txt,,3,,0.22524545795749873
n=8_r=39_21.txt,,5,,0.5071783750317991
n=8_r=39_22.txt,,5,,0.02142291603377089
n=8_r=39_23.txt,,4,,0.10298033303115517
n=8_r=39_24.txt,,5,,1.9993798750219867
