Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=18_0.txt,3,3,0.5056700829882175,0.02247516601346433
n=8_r=18_1.txt,1,1,0.23466145800193772,0.2351904580136761
n=8_r=18_2.txt,1,1,0.2272185839829035,0.09164108301047236
n=8_r=18_3.txt,1,1,0.0678450419800356,0.019327750022057444
n=8_r=18_4.txt,3,3,0.07020158402156085,0.04468708403874189
n=8_r=18_5.txt,3,3,0.4150546249584295,0.4339321249863133
n=8_r=18_6.txt,0,0,0.0005506659508682787,0.0005012500332668424
n=8_r=18_7.txt,1,1,0.36337387503590435,0.18573012499837205
n=8_r=18_8.txt,1,1,0.7812346250284463,0.023185250000096858
n=8_r=18_9.txt,1,1,0.37750758399488404,0.04354808299103752
n=8_r=18_10.txt,1,1,0.15256416599731892,0.004150124965235591
n=8_r=18_11.txt,1,1,0.3444508329848759,0.011852875002659857
n=8_r=18_12.txt,0,0,0.0005394169711507857,0.0004913340089842677
n=8_r=18_13.txt,0,0,0.0005017910152673721,0.00047341600293293595
n=8_r=18_14.txt,1,1,0.10484654101310298,0.01427133398829028
n=8_r=18_15.txt,1,1,0.07991999998921528,0.008997666998766363
n=8_r=18_16.txt,1,1,0.8146505419863388,0.05241900001419708
n=8_r=18_17.txt,2,3,0.06855908397119492,0.01731012499658391
n=8_r=18_18.txt,1,1,0.5129069999675266,0.10433854203438386
n=8_r=18_19.txt,1,1,0.060236416989937425,0.0008322499925270677
n=8_r=18_20.txt,1,1,0.1387177499709651,0.03455166600178927
n=8_r=18_21.txt,2,2,0.45449062500847504,0.0454926670063287
n=8_r=18_22.txt,0,0,0.0005574580281972885,0.0004888330004177988
n=8_r=18_23.txt,1,1,0.7960921250050887,0.006023957976140082
n=8_r=18_24.txt,2,2,0.13254424999468029,0.0022558749769814312
