Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=34_0.txt,3,3,19.442175165982917,3.8803065000101924
n=8_r=34_1.txt,5,5,13.069910250022076,1.2758258750545792
n=8_r=34_2.txt,2,5,454.0961404579575,0.07087687501916662
n=8_r=34_3.txt,2,3,83.36135462502716,5.156989125011023
n=8_r=34_4.txt,2,2,9.219414916005917,0.00344512501033023
n=8_r=34_5.txt,2,2,159.07209454197437,0.15853612503269687
n=8_r=34_6.txt,1,1,244.64868483296596,0.09274929104140028
n=8_r=34_7.txt,3,3,67.41230841702782,0.03686641698004678
n=8_r=34_8.txt,5,5,74.25487070798408,0.10953516594599932
n=8_r=34_9.txt,2,2,23.48554870800581,0.20257441699504852
n=8_r=34_10.txt,2,2,131.9240978329908,0.2903248749789782
n=8_r=34_11.txt,4,4,9.168182624969631,0.018388458993285894
n=8_r=34_12.txt,2,2,166.20468258397887,3.2020042079966515
n=8_r=34_13.txt,4,5,86.33458404202247,0.4522129170363769
n=8_r=34_14.txt,4,7,45.41335695900489,0.632146708026994
n=8_r=34_15.txt,7,7,121.90971216600155,0.018570459040347487
n=8_r=34_16.txt,2,2,42.63584666699171,0.04716066597029567
n=8_r=34_17.txt,3,5,71.1494897499797,8.799980125040747
n=8_r=34_18.txt,3,4,60.56360483303433,0.2177110419725068
n=8_r=34_19.txt,4,4,20.815901041962206,0.6678736250032671
n=8_r=34_20.txt,3,3,72.64208387496183,1.2352949579944834
n=8_r=34_21.txt,3,3,41.80345083400607,0.36994929204229265
n=8_r=34_22.txt,3,4,323.5747570830281,0.012641415989492089
n=8_r=34_23.txt,1,1,9.216761541028973,0.13508412498049438
n=8_r=34_24.txt,1,1,25.919535999943037,0.3287577080191113
