Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=21_0.txt,1,1,0.31004887499148026,0.002466042002197355
n=8_r=21_1.txt,1,1,0.48126687499461696,0.06481995800277218
n=8_r=21_2.txt,2,2,0.3333405420416966,0.004437749972566962
n=8_r=21_3.txt,2,2,0.933658291993197,0.014616416010539979
n=8_r=21_4.txt,1,1,0.2096214159973897,0.017655582982115448
n=8_r=21_5.txt,2,2,0.8812354999827221,0.05121237499406561
n=8_r=21_6.txt,2,2,0.28487337502883747,0.1160617500427179
n=8_r=21_7.txt,2,2,0.9167682499974035,0.00669266696786508
n=8_r=21_8.txt,1,1,2.103822958015371,0.008849583042319864
n=8_r=21_9.txt,1,1,1.9806655829888768,0.016477208002470434
n=8_r=21_10.txt,4,4,0.5943899999838322,0.04713683301815763
n=8_r=21_11.txt,2,2,0.2325943330070004,0.00773474999004975
n=8_r=21_12.txt,2,2,1.2209247919963673,0.14787545800209045
n=8_r=21_13.txt,1,1,0.3489274579915218,0.0035193749936297536
n=8_r=21_14.txt,1,1,0.37533545796759427,0.03854799998225644
n=8_r=21_15.txt,2,2,0.5289950000005774,0.0099177910014987
n=8_r=21_16.txt,1,1,1.0940035830135457,0.005660374998115003
n=8_r=21_17.txt,3,3,1.457364084024448,0.016962792025879025
n=8_r=21_18.txt,1,1,0.362913082994055,0.05132729100296274
n=8_r=21_19.txt,1,1,0.5567262499826029,0.025988874956965446
n=8_r=21_20.txt,2,2,1.2709325419855304,0.20278558298014104
n=8_r=21_21.txt,1,1,1.4252213329891674,0.08524933300213888
n=8_r=21_22.txt,1,1,1.4317382089793682,0.0034501670161262155
n=8_r=21_23.txt,2,2,0.5067423339933157,0.008864250034093857
n=8_r=21_24.txt,1,1,0.3517425000318326,0.002026874979492277
