Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=19_0.txt,1,1,1.6654889580095187,0.016738499980419874
n=8_r=19_1.txt,1,1,0.2105407909839414,0.008263833005912602
n=8_r=19_2.txt,2,2,0.1386851670104079,0.036141083983238786
n=8_r=19_3.txt,1,1,0.7796125409658998,0.01865354203619063
n=8_r=19_4.txt,2,2,0.3791383750503883,0.00648425001418218
n=8_r=19_5.txt,1,1,0.21973429102217779,0.00417799997376278
n=8_r=19_6.txt,1,1,0.14167974999872968,0.009367207996547222
n=8_r=19_7.txt,1,1,0.5812473750556819,0.047730542020872235
n=8_r=19_8.txt,1,1,0.12597587500931695,0.0007480839849449694
n=8_r=19_9.txt,1,1,0.08212604199070483,0.0017753749853000045
n=8_r=19_10.txt,2,2,0.34606416698079556,0.07140983396675438
n=8_r=19_11.txt,1,1,0.38538137497380376,0.004321874992456287
n=8_r=19_12.txt,1,1,0.338994666992221,0.003401125024538487
n=8_r=19_13.txt,3,3,0.359030999999959,0.024083208001684397
n=8_r=19_14.txt,0,0,0.000555541948415339,0.0005069170147180557
n=8_r=19_15.txt,1,1,1.7617459580069408,0.03199104196392
n=8_r=19_16.txt,1,1,0.7596502499654889,0.07171541603747755
n=8_r=19_17.txt,1,1,2.276559667021502,0.10674941702745855
n=8_r=19_18.txt,1,1,0.11753200000384822,0.006206542020663619
n=8_r=19_19.txt,2,2,0.31151379097718745,0.04768654197687283
n=8_r=19_20.txt,2,2,0.31007574999239296,0.3104987919796258
n=8_r=19_21.txt,2,2,0.10514987498754635,0.02980479202233255
n=8_r=19_22.txt,4,4,0.21968408301472664,0.008091041003353894
n=8_r=19_23.txt,1,1,0.49751137499697506,0.006160333985462785
n=8_r=19_24.txt,1,1,0.2904412089847028,0.00073050003265962
