Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=7_0.txt,0,0,0.0002717080060392618,0.00024437502725049853
n=8_r=7_1.txt,1,1,0.0036286250106059015,0.003564083017408848
n=8_r=7_2.txt,1,1,0.005939333001151681,0.0047771250247024
n=8_r=7_3.txt,0,0,0.0002531249774619937,0.00024958403082564473
n=8_r=7_4.txt,1,1,0.002367708017118275,0.0012573330313898623
n=8_r=7_5.txt,0,0,0.0003023750032298267,0.00027733301976695657
n=8_r=7_6.txt,0,0,0.00024716596817597747,0.00024824996944516897
n=8_r=7_7.txt,1,1,0.009387999947648495,0.009294917050283402
n=8_r=7_8.txt,0,0,0.0002524590236134827,0.00028191698947921395
n=8_r=7_9.txt,0,0,0.0002869170275516808,0.0002437080256640911
n=8_r=7_10.txt,0,0,0.00024995801504701376,0.0002799160429276526
n=8_r=7_11.txt,0,0,0.0002514579682610929,0.0002520410344004631
n=8_r=7_12.txt,0,0,0.0003783749998547137,0.00027683295775204897
n=8_r=7_13.txt,0,0,0.00025083398213610053,0.0002436250215396285
n=8_r=7_14.txt,0,0,0.00028500001644715667,0.0002447500010021031
n=8_r=7_15.txt,0,0,0.0002827920252457261,0.00024566700449213386
n=8_r=7_16.txt,1,1,0.0019890000112354755,0.0009754999773576856
n=8_r=7_17.txt,0,0,0.00026333401910960674,0.00024583301274105906
n=8_r=7_18.txt,0,0,0.00029495899798348546,0.0002544999588280916
n=8_r=7_19.txt,1,1,0.0047460420173592865,0.0024311250308528543
n=8_r=7_20.txt,0,0,0.0002482089912518859,0.00024512497475370765
n=8_r=7_21.txt,0,0,0.0002827499993145466,0.00026950001483783126
n=8_r=7_22.txt,0,0,0.00024395901709794998,0.00024529098300263286
n=8_r=7_23.txt,0,0,0.00025404198095202446,0.00028437498258426785
n=8_r=7_24.txt,0,0,0.00027900002896785736,0.00025041698245331645
