Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=5_0.txt,0,0,0.000486459000967443,0.00021404196741059422
n=8_r=5_1.txt,0,0,0.00021316600032150745,0.00024266703985631466
n=8_r=5_2.txt,0,0,0.00020579202100634575,0.00020274997223168612
n=8_r=5_3.txt,0,0,0.000210291997063905,0.00023420900106430054
n=8_r=5_4.txt,0,0,0.00021179101895540953,0.00021137500880286098
n=8_r=5_5.txt,0,0,0.00024208403192460537,0.00023633299861103296
n=8_r=5_6.txt,0,0,0.0002132090157829225,0.0002061669947579503
n=8_r=5_7.txt,0,0,0.00025337497936561704,0.00024383398704230785
n=8_r=5_8.txt,0,0,0.0002115829847753048,0.00020524999126791954
n=8_r=5_9.txt,0,0,0.0002484160359017551,0.000244291964918375
n=8_r=5_10.txt,0,0,0.00020837504416704178,0.00021091604139655828
n=8_r=5_11.txt,0,0,0.00024429202312603593,0.00024524994660168886
n=8_r=5_12.txt,0,0,0.00021070800721645355,0.00020695803686976433
n=8_r=5_13.txt,0,0,0.0002090840134769678,0.00024037499679252505
n=8_r=5_14.txt,0,0,0.00023791601415723562,0.00020987499738112092
n=8_r=5_15.txt,0,0,0.00020958296954631805,0.00023920898092910647
n=8_r=5_16.txt,1,1,0.0011267500231042504,0.0005868749576620758
n=8_r=5_17.txt,0,0,0.00021674996241927147,0.00021170801483094692
n=8_r=5_18.txt,0,0,0.0002502919523976743,0.00024458300322294235
n=8_r=5_19.txt,0,0,0.00020679202862083912,0.00021208298858255148
n=8_r=5_20.txt,0,0,0.0002096670214086771,0.0004753330140374601
n=8_r=5_21.txt,0,0,0.00023845798568800092,0.00020766700617969036
n=8_r=5_22.txt,0,0,0.0002072919742204249,0.00023279094602912664
n=8_r=5_23.txt,0,0,0.00024408299941569567,0.00020549999317154288
n=8_r=5_24.txt,0,0,0.00020995800150558352,0.00023095897631719708
